month,country,topic,age_group,share_of_messages
2024-07-01,MY,Writing,18-24,0.266
2024-07-01,MY,Writing,25-34,0.429
2024-07-01,MY,Writing,35-44,0.208
2024-07-01,MY,Writing,45-54,0.073
2024-07-01,MY,Writing,55-64,0.016
2024-07-01,MY,Writing,65+,0.007
2024-07-01,NG,Practical Guidance,18-24,0.266
2024-07-01,NG,Practical Guidance,25-34,0.508
2024-07-01,NG,Practical Guidance,35-44,0.136
2024-07-01,NG,Practical Guidance,45-54,0.038
2024-07-01,NG,Practical Guidance,55-64,0.032
2024-07-01,NG,Practical Guidance,65+,0.020
2024-07-01,NG,Seeking information,18-24,0.309
2024-07-01,NG,Seeking information,25-34,0.423
2024-07-01,NG,Seeking information,35-44,0.177
2024-07-01,NG,Seeking information,45-54,0.065
2024-07-01,NG,Seeking information,55-64,0.026
2024-07-01,NG,Seeking information,65+,0.000
2024-07-01,NG,Writing,18-24,0.197
2024-07-01,NG,Writing,25-34,0.584
2024-07-01,NG,Writing,35-44,0.136
2024-07-01,NG,Writing,45-54,0.032
2024-07-01,NG,Writing,55-64,0.039
2024-07-01,NG,Writing,65+,0.013
2024-07-01,NL,Practical Guidance,18-24,0.237
2024-07-01,NL,Practical Guidance,25-34,0.500
2024-07-01,NL,Practical Guidance,35-44,0.150
2024-07-01,NL,Practical Guidance,45-54,0.078
2024-07-01,NL,Practical Guidance,55-64,0.031
2024-07-01,NL,Practical Guidance,65+,0.004
2024-07-01,NL,Seeking information,18-24,0.151
2024-07-01,NL,Seeking information,25-34,0.424
2024-07-01,NL,Seeking information,35-44,0.148
2024-07-01,NL,Seeking information,45-54,0.152
2024-07-01,NL,Seeking information,55-64,0.100
2024-07-01,NL,Seeking information,65+,0.024
2024-07-01,NL,Technical help,18-24,0.274
2024-07-01,NL,Technical help,25-34,0.498
2024-07-01,NL,Technical help,35-44,0.194
2024-07-01,NL,Technical help,45-54,0.024
2024-07-01,NL,Technical help,55-64,0.000
2024-07-01,NL,Technical help,65+,0.010
2024-07-01,NL,Writing,18-24,0.147
2024-07-01,NL,Writing,25-34,0.473
2024-07-01,NL,Writing,35-44,0.244
2024-07-01,NL,Writing,45-54,0.087
2024-07-01,NL,Writing,55-64,0.050
2024-07-01,NL,Writing,65+,0.000
2024-07-01,NP,Writing,18-24,0.375
2024-07-01,NP,Writing,25-34,0.464
2024-07-01,NP,Writing,35-44,0.131
2024-07-01,NP,Writing,45-54,0.000
2024-07-01,NP,Writing,55-64,0.003
2024-07-01,NP,Writing,65+,0.026
2024-07-01,NZ,Writing,18-24,0.257
2024-07-01,NZ,Writing,25-34,0.252
2024-07-01,NZ,Writing,35-44,0.330
2024-07-01,NZ,Writing,45-54,0.129
2024-07-01,NZ,Writing,55-64,0.031
2024-07-01,NZ,Writing,65+,0.000
2024-07-01,PE,Practical Guidance,18-24,0.482
2024-07-01,PE,Practical Guidance,25-34,0.342
2024-07-01,PE,Practical Guidance,35-44,0.129
2024-07-01,PE,Practical Guidance,45-54,0.023
2024-07-01,PE,Practical Guidance,55-64,0.013
2024-07-01,PE,Practical Guidance,65+,0.011
2024-07-01,PE,Seeking information,18-24,0.498
2024-07-01,PE,Seeking information,25-34,0.378
2024-07-01,PE,Seeking information,35-44,0.037
2024-07-01,PE,Seeking information,45-54,0.049
2024-07-01,PE,Seeking information,55-64,0.038
2024-07-01,PE,Seeking information,65+,0.000
2024-07-01,PE,Technical help,18-24,0.333
2024-07-01,PE,Technical help,25-34,0.511
2024-07-01,PE,Technical help,35-44,0.117
2024-07-01,PE,Technical help,45-54,0.040
2024-07-01,PE,Technical help,55-64,0.000
2024-07-01,PE,Technical help,65+,0.000
2024-07-01,PE,Writing,18-24,0.413
2024-07-01,PE,Writing,25-34,0.408
2024-07-01,PE,Writing,35-44,0.122
2024-07-01,PE,Writing,45-54,0.034
2024-07-01,PE,Writing,55-64,0.022
2024-07-01,PE,Writing,65+,0.001
2024-07-01,PH,Practical Guidance,18-24,0.417
2024-07-01,PH,Practical Guidance,25-34,0.420
2024-07-01,PH,Practical Guidance,35-44,0.105
2024-07-01,PH,Practical Guidance,45-54,0.043
2024-07-01,PH,Practical Guidance,55-64,0.015
2024-07-01,PH,Practical Guidance,65+,0.000
2024-07-01,PH,Seeking information,18-24,0.425
2024-07-01,PH,Seeking information,25-34,0.419
2024-07-01,PH,Seeking information,35-44,0.098
2024-07-01,PH,Seeking information,45-54,0.038
2024-07-01,PH,Seeking information,55-64,0.010
2024-07-01,PH,Seeking information,65+,0.010
2024-07-01,PH,Technical help,18-24,0.445
2024-07-01,PH,Technical help,25-34,0.423
2024-07-01,PH,Technical help,35-44,0.071
2024-07-01,PH,Technical help,45-54,0.061
2024-07-01,PH,Technical help,55-64,0.000
2024-07-01,PH,Technical help,65+,0.000
2024-07-01,PH,Writing,18-24,0.258
2024-07-01,PH,Writing,25-34,0.494
2024-07-01,PH,Writing,35-44,0.172
2024-07-01,PH,Writing,45-54,0.049
2024-07-01,PH,Writing,55-64,0.016
2024-07-01,PH,Writing,65+,0.011
2024-07-01,PK,Practical Guidance,18-24,0.435
2024-07-01,PK,Practical Guidance,25-34,0.451
2024-07-01,PK,Practical Guidance,35-44,0.070
2024-07-01,PK,Practical Guidance,45-54,0.044
2024-07-01,PK,Practical Guidance,55-64,0.000
2024-07-01,PK,Practical Guidance,65+,0.000
2024-07-01,PK,Seeking information,18-24,0.381
2024-07-01,PK,Seeking information,25-34,0.434
2024-07-01,PK,Seeking information,35-44,0.148
2024-07-01,PK,Seeking information,45-54,0.037
2024-07-01,PK,Seeking information,55-64,0.000
2024-07-01,PK,Seeking information,65+,0.000
2024-07-01,PK,Technical help,18-24,0.443
2024-07-01,PK,Technical help,25-34,0.444
2024-07-01,PK,Technical help,35-44,0.094
2024-07-01,PK,Technical help,45-54,0.012
2024-07-01,PK,Technical help,55-64,0.007
2024-07-01,PK,Technical help,65+,0.000
2024-07-01,PK,Writing,18-24,0.291
2024-07-01,PK,Writing,25-34,0.543
2024-07-01,PK,Writing,35-44,0.121
2024-07-01,PK,Writing,45-54,0.036
2024-07-01,PK,Writing,55-64,0.010
2024-07-01,PK,Writing,65+,0.000
2024-07-01,PL,Practical Guidance,18-24,0.201
2024-07-01,PL,Practical Guidance,25-34,0.514
2024-07-01,PL,Practical Guidance,35-44,0.198
2024-07-01,PL,Practical Guidance,45-54,0.077
2024-07-01,PL,Practical Guidance,55-64,0.010
2024-07-01,PL,Practical Guidance,65+,0.000
2024-07-01,PL,Seeking information,18-24,0.234
2024-07-01,PL,Seeking information,25-34,0.420
2024-07-01,PL,Seeking information,35-44,0.239
2024-07-01,PL,Seeking information,45-54,0.042
2024-07-01,PL,Seeking information,55-64,0.032
2024-07-01,PL,Seeking information,65+,0.032
2024-07-01,PL,Technical help,18-24,0.145
2024-07-01,PL,Technical help,25-34,0.514
2024-07-01,PL,Technical help,35-44,0.298
2024-07-01,PL,Technical help,45-54,0.034
2024-07-01,PL,Technical help,55-64,0.008
2024-07-01,PL,Technical help,65+,0.000
2024-07-01,PL,Writing,18-24,0.187
2024-07-01,PL,Writing,25-34,0.416
2024-07-01,PL,Writing,35-44,0.279
2024-07-01,PL,Writing,45-54,0.100
2024-07-01,PL,Writing,55-64,0.017
2024-07-01,PL,Writing,65+,0.000
2024-07-01,PT,Practical Guidance,18-24,0.292
2024-07-01,PT,Practical Guidance,25-34,0.300
2024-07-01,PT,Practical Guidance,35-44,0.241
2024-07-01,PT,Practical Guidance,45-54,0.068
2024-07-01,PT,Practical Guidance,55-64,0.045
2024-07-01,PT,Practical Guidance,65+,0.054
2024-07-01,PT,Seeking information,18-24,0.271
2024-07-01,PT,Seeking information,25-34,0.311
2024-07-01,PT,Seeking information,35-44,0.151
2024-07-01,PT,Seeking information,45-54,0.167
2024-07-01,PT,Seeking information,55-64,0.096
2024-07-01,PT,Seeking information,65+,0.005
2024-07-01,PT,Writing,18-24,0.124
2024-07-01,PT,Writing,25-34,0.437
2024-07-01,PT,Writing,35-44,0.202
2024-07-01,PT,Writing,45-54,0.151
2024-07-01,PT,Writing,55-64,0.068
2024-07-01,PT,Writing,65+,0.018
2024-07-01,RO,Writing,18-24,0.179
2024-07-01,RO,Writing,25-34,0.385
2024-07-01,RO,Writing,35-44,0.371
2024-07-01,RO,Writing,45-54,0.034
2024-07-01,RO,Writing,55-64,0.030
2024-07-01,RO,Writing,65+,0.000
2024-07-01,SA,Writing,18-24,0.121
2024-07-01,SA,Writing,25-34,0.464
2024-07-01,SA,Writing,35-44,0.292
2024-07-01,SA,Writing,45-54,0.074
2024-07-01,SA,Writing,55-64,0.029
2024-07-01,SA,Writing,65+,0.019
2024-07-01,SC,Writing,18-24,0.097
2024-07-01,SC,Writing,25-34,0.331
2024-07-01,SC,Writing,35-44,0.185
2024-07-01,SC,Writing,45-54,0.180
2024-07-01,SC,Writing,55-64,0.152
2024-07-01,SC,Writing,65+,0.055
2024-07-01,SE,Writing,18-24,0.148
2024-07-01,SE,Writing,25-34,0.386
2024-07-01,SE,Writing,35-44,0.278
2024-07-01,SE,Writing,45-54,0.132
2024-07-01,SE,Writing,55-64,0.056
2024-07-01,SE,Writing,65+,0.000
2024-07-01,SG,Practical Guidance,18-24,0.157
2024-07-01,SG,Practical Guidance,25-34,0.504
2024-07-01,SG,Practical Guidance,35-44,0.237
2024-07-01,SG,Practical Guidance,45-54,0.032
2024-07-01,SG,Practical Guidance,55-64,0.052
2024-07-01,SG,Practical Guidance,65+,0.018
2024-07-01,SG,Seeking information,18-24,0.192
2024-07-01,SG,Seeking information,25-34,0.413
2024-07-01,SG,Seeking information,35-44,0.219
2024-07-01,SG,Seeking information,45-54,0.138
2024-07-01,SG,Seeking information,55-64,0.022
2024-07-01,SG,Seeking information,65+,0.017
2024-07-01,SG,Technical help,18-24,0.166
2024-07-01,SG,Technical help,25-34,0.542
2024-07-01,SG,Technical help,35-44,0.219
2024-07-01,SG,Technical help,45-54,0.050
2024-07-01,SG,Technical help,55-64,0.017
2024-07-01,SG,Technical help,65+,0.006
2024-07-01,SG,Writing,18-24,0.132
2024-07-01,SG,Writing,25-34,0.480
2024-07-01,SG,Writing,35-44,0.273
2024-07-01,SG,Writing,45-54,0.097
2024-07-01,SG,Writing,55-64,0.014
2024-07-01,SG,Writing,65+,0.003
2024-07-01,TH,Practical Guidance,18-24,0.307
2024-07-01,TH,Practical Guidance,25-34,0.392
2024-07-01,TH,Practical Guidance,35-44,0.189
2024-07-01,TH,Practical Guidance,45-54,0.092
2024-07-01,TH,Practical Guidance,55-64,0.000
2024-07-01,TH,Practical Guidance,65+,0.019
2024-07-01,TH,Seeking information,18-24,0.376
2024-07-01,TH,Seeking information,25-34,0.292
2024-07-01,TH,Seeking information,35-44,0.184
2024-07-01,TH,Seeking information,45-54,0.050
2024-07-01,TH,Seeking information,55-64,0.090
2024-07-01,TH,Seeking information,65+,0.007
2024-07-01,TH,Technical help,18-24,0.223
2024-07-01,TH,Technical help,25-34,0.424
2024-07-01,TH,Technical help,35-44,0.255
2024-07-01,TH,Technical help,45-54,0.053
2024-07-01,TH,Technical help,55-64,0.039
2024-07-01,TH,Technical help,65+,0.007
2024-07-01,TH,Writing,18-24,0.255
2024-07-01,TH,Writing,25-34,0.392
2024-07-01,TH,Writing,35-44,0.235
2024-07-01,TH,Writing,45-54,0.085
2024-07-01,TH,Writing,55-64,0.026
2024-07-01,TH,Writing,65+,0.008
2024-07-01,TR,Practical Guidance,18-24,0.259
2024-07-01,TR,Practical Guidance,25-34,0.541
2024-07-01,TR,Practical Guidance,35-44,0.117
2024-07-01,TR,Practical Guidance,45-54,0.036
2024-07-01,TR,Practical Guidance,55-64,0.023
2024-07-01,TR,Practical Guidance,65+,0.024
2024-07-01,TR,Seeking information,18-24,0.291
2024-07-01,TR,Seeking information,25-34,0.471
2024-07-01,TR,Seeking information,35-44,0.199
2024-07-01,TR,Seeking information,45-54,0.033
2024-07-01,TR,Seeking information,55-64,0.002
2024-07-01,TR,Seeking information,65+,0.003
2024-07-01,TR,Technical help,18-24,0.240
2024-07-01,TR,Technical help,25-34,0.526
2024-07-01,TR,Technical help,35-44,0.178
2024-07-01,TR,Technical help,45-54,0.049
2024-07-01,TR,Technical help,55-64,0.000
2024-07-01,TR,Technical help,65+,0.007
2024-07-01,TR,Writing,18-24,0.161
2024-07-01,TR,Writing,25-34,0.519
2024-07-01,TR,Writing,35-44,0.222
2024-07-01,TR,Writing,45-54,0.069
2024-07-01,TR,Writing,55-64,0.024
2024-07-01,TR,Writing,65+,0.005
2024-07-01,TW,Practical Guidance,18-24,0.202
2024-07-01,TW,Practical Guidance,25-34,0.385
2024-07-01,TW,Practical Guidance,35-44,0.253
2024-07-01,TW,Practical Guidance,45-54,0.112
2024-07-01,TW,Practical Guidance,55-64,0.047
2024-07-01,TW,Practical Guidance,65+,0.000
2024-07-01,TW,Seeking information,18-24,0.104
2024-07-01,TW,Seeking information,25-34,0.489
2024-07-01,TW,Seeking information,35-44,0.243
2024-07-01,TW,Seeking information,45-54,0.099
2024-07-01,TW,Seeking information,55-64,0.036
2024-07-01,TW,Seeking information,65+,0.029
2024-07-01,TW,Technical help,18-24,0.152
2024-07-01,TW,Technical help,25-34,0.516
2024-07-01,TW,Technical help,35-44,0.241
2024-07-01,TW,Technical help,45-54,0.066
2024-07-01,TW,Technical help,55-64,0.025
2024-07-01,TW,Technical help,65+,0.000
2024-07-01,TW,Writing,18-24,0.117
2024-07-01,TW,Writing,25-34,0.454
2024-07-01,TW,Writing,35-44,0.292
2024-07-01,TW,Writing,45-54,0.096
2024-07-01,TW,Writing,55-64,0.020
2024-07-01,TW,Writing,65+,0.022
2024-07-01,UA,Practical Guidance,18-24,0.305
2024-07-01,UA,Practical Guidance,25-34,0.461
2024-07-01,UA,Practical Guidance,35-44,0.113
2024-07-01,UA,Practical Guidance,45-54,0.072
2024-07-01,UA,Practical Guidance,55-64,0.034
2024-07-01,UA,Practical Guidance,65+,0.015
2024-07-01,UA,Technical help,18-24,0.179
2024-07-01,UA,Technical help,25-34,0.552
2024-07-01,UA,Technical help,35-44,0.146
2024-07-01,UA,Technical help,45-54,0.083
2024-07-01,UA,Technical help,55-64,0.000
2024-07-01,UA,Technical help,65+,0.041
2024-07-01,UA,Writing,18-24,0.248
2024-07-01,UA,Writing,25-34,0.466
2024-07-01,UA,Writing,35-44,0.201
2024-07-01,UA,Writing,45-54,0.050
2024-07-01,UA,Writing,55-64,0.012
2024-07-01,UA,Writing,65+,0.023
2024-07-01,US,Multimedia,18-24,0.085
2024-07-01,US,Multimedia,25-34,0.327
2024-07-01,US,Multimedia,35-44,0.312
2024-07-01,US,Multimedia,45-54,0.165
2024-07-01,US,Multimedia,55-64,0.079
2024-07-01,US,Multimedia,65+,0.032
2024-07-01,US,Other/Unknown,18-24,0.230
2024-07-01,US,Other/Unknown,25-34,0.409
2024-07-01,US,Other/Unknown,35-44,0.225
2024-07-01,US,Other/Unknown,45-54,0.106
2024-07-01,US,Other/Unknown,55-64,0.005
2024-07-01,US,Other/Unknown,65+,0.024
2024-07-01,US,Practical Guidance,18-24,0.275
2024-07-01,US,Practical Guidance,25-34,0.373
2024-07-01,US,Practical Guidance,35-44,0.205
2024-07-01,US,Practical Guidance,45-54,0.096
2024-07-01,US,Practical Guidance,55-64,0.034
2024-07-01,US,Practical Guidance,65+,0.017
2024-07-01,US,Seeking information,18-24,0.252
2024-07-01,US,Seeking information,25-34,0.363
2024-07-01,US,Seeking information,35-44,0.216
2024-07-01,US,Seeking information,45-54,0.101
2024-07-01,US,Seeking information,55-64,0.047
2024-07-01,US,Seeking information,65+,0.022
2024-07-01,US,Self-expression,18-24,0.213
2024-07-01,US,Self-expression,25-34,0.415
2024-07-01,US,Self-expression,35-44,0.232
2024-07-01,US,Self-expression,45-54,0.105
2024-07-01,US,Self-expression,55-64,0.030
2024-07-01,US,Self-expression,65+,0.006
2024-07-01,US,Technical help,18-24,0.262
2024-07-01,US,Technical help,25-34,0.432
2024-07-01,US,Technical help,35-44,0.197
2024-07-01,US,Technical help,45-54,0.068
2024-07-01,US,Technical help,55-64,0.032
2024-07-01,US,Technical help,65+,0.008
2024-07-01,US,Writing,18-24,0.140
2024-07-01,US,Writing,25-34,0.413
2024-07-01,US,Writing,35-44,0.267
2024-07-01,US,Writing,45-54,0.116
2024-07-01,US,Writing,55-64,0.045
2024-07-01,US,Writing,65+,0.020
2024-07-01,VN,Other/Unknown,18-24,0.532
2024-07-01,VN,Other/Unknown,25-34,0.397
2024-07-01,VN,Other/Unknown,35-44,0.037
2024-07-01,VN,Other/Unknown,45-54,0.033
2024-07-01,VN,Other/Unknown,55-64,0.000
2024-07-01,VN,Other/Unknown,65+,0.001
2024-07-01,VN,Practical Guidance,18-24,0.481
2024-07-01,VN,Practical Guidance,25-34,0.378
2024-07-01,VN,Practical Guidance,35-44,0.111
2024-07-01,VN,Practical Guidance,45-54,0.017
2024-07-01,VN,Practical Guidance,55-64,0.013
2024-07-01,VN,Practical Guidance,65+,0.000
2024-07-01,VN,Seeking information,18-24,0.479
2024-07-01,VN,Seeking information,25-34,0.427
2024-07-01,VN,Seeking information,35-44,0.063
2024-07-01,VN,Seeking information,45-54,0.030
2024-07-01,VN,Seeking information,55-64,0.000
2024-07-01,VN,Seeking information,65+,0.001
2024-07-01,VN,Self-expression,18-24,0.665
2024-07-01,VN,Self-expression,25-34,0.280
2024-07-01,VN,Self-expression,35-44,0.033
2024-07-01,VN,Self-expression,45-54,0.011
2024-07-01,VN,Self-expression,55-64,0.004
2024-07-01,VN,Self-expression,65+,0.008
2024-07-01,VN,Technical help,18-24,0.461
2024-07-01,VN,Technical help,25-34,0.411
2024-07-01,VN,Technical help,35-44,0.071
2024-07-01,VN,Technical help,45-54,0.030
2024-07-01,VN,Technical help,55-64,0.022
2024-07-01,VN,Technical help,65+,0.005
2024-07-01,VN,Writing,18-24,0.404
2024-07-01,VN,Writing,25-34,0.406
2024-07-01,VN,Writing,35-44,0.136
2024-07-01,VN,Writing,45-54,0.033
2024-07-01,VN,Writing,55-64,0.009
2024-07-01,VN,Writing,65+,0.012
2024-07-01,ZA,Practical Guidance,18-24,0.243
2024-07-01,ZA,Practical Guidance,25-34,0.393
2024-07-01,ZA,Practical Guidance,35-44,0.249
2024-07-01,ZA,Practical Guidance,45-54,0.071
2024-07-01,ZA,Practical Guidance,55-64,0.041
2024-07-01,ZA,Practical Guidance,65+,0.003
2024-07-01,ZA,Writing,18-24,0.244
2024-07-01,ZA,Writing,25-34,0.385
2024-07-01,ZA,Writing,35-44,0.298
2024-07-01,ZA,Writing,45-54,0.054
2024-07-01,ZA,Writing,55-64,0.011
2024-07-01,ZA,Writing,65+,0.008
2024-08-01,AE,Practical Guidance,18-24,0.127
2024-08-01,AE,Practical Guidance,25-34,0.377
2024-08-01,AE,Practical Guidance,35-44,0.390
2024-08-01,AE,Practical Guidance,45-54,0.102
2024-08-01,AE,Practical Guidance,55-64,0.003
2024-08-01,AE,Practical Guidance,65+,0.000
2024-08-01,AE,Writing,18-24,0.084
2024-08-01,AE,Writing,25-34,0.473
2024-08-01,AE,Writing,35-44,0.272
2024-08-01,AE,Writing,45-54,0.122
2024-08-01,AE,Writing,55-64,0.024
2024-08-01,AE,Writing,65+,0.025
2024-08-01,AR,Practical Guidance,18-24,0.277
2024-08-01,AR,Practical Guidance,25-34,0.407
2024-08-01,AR,Practical Guidance,35-44,0.160
2024-08-01,AR,Practical Guidance,45-54,0.107
2024-08-01,AR,Practical Guidance,55-64,0.020
2024-08-01,AR,Practical Guidance,65+,0.030
2024-08-01,AR,Seeking information,18-24,0.302
2024-08-01,AR,Seeking information,25-34,0.343
2024-08-01,AR,Seeking information,35-44,0.166
2024-08-01,AR,Seeking information,45-54,0.136
2024-08-01,AR,Seeking information,55-64,0.051
2024-08-01,AR,Seeking information,65+,0.002
2024-08-01,AR,Technical help,18-24,0.253
2024-08-01,AR,Technical help,25-34,0.331
2024-08-01,AR,Technical help,35-44,0.221
2024-08-01,AR,Technical help,45-54,0.129
2024-08-01,AR,Technical help,55-64,0.059
2024-08-01,AR,Technical help,65+,0.007
2024-08-01,AR,Writing,18-24,0.275
2024-08-01,AR,Writing,25-34,0.394
2024-08-01,AR,Writing,35-44,0.159
2024-08-01,AR,Writing,45-54,0.121
2024-08-01,AR,Writing,55-64,0.039
2024-08-01,AR,Writing,65+,0.012
2024-08-01,AT,Writing,18-24,0.149
2024-08-01,AT,Writing,25-34,0.401
2024-08-01,AT,Writing,35-44,0.277
2024-08-01,AT,Writing,45-54,0.138
2024-08-01,AT,Writing,55-64,0.032
2024-08-01,AT,Writing,65+,0.004
2024-08-01,AU,Practical Guidance,18-24,0.325
2024-08-01,AU,Practical Guidance,25-34,0.388
2024-08-01,AU,Practical Guidance,35-44,0.144
2024-08-01,AU,Practical Guidance,45-54,0.097
2024-08-01,AU,Practical Guidance,55-64,0.046
2024-08-01,AU,Practical Guidance,65+,0.000
2024-08-01,AU,Seeking information,18-24,0.281
2024-08-01,AU,Seeking information,25-34,0.388
2024-08-01,AU,Seeking information,35-44,0.211
2024-08-01,AU,Seeking information,45-54,0.087
2024-08-01,AU,Seeking information,55-64,0.004
2024-08-01,AU,Seeking information,65+,0.030
2024-08-01,AU,Technical help,18-24,0.368
2024-08-01,AU,Technical help,25-34,0.377
2024-08-01,AU,Technical help,35-44,0.138
2024-08-01,AU,Technical help,45-54,0.096
2024-08-01,AU,Technical help,55-64,0.014
2024-08-01,AU,Technical help,65+,0.007
2024-08-01,AU,Writing,18-24,0.227
2024-08-01,AU,Writing,25-34,0.424
2024-08-01,AU,Writing,35-44,0.199
2024-08-01,AU,Writing,45-54,0.110
2024-08-01,AU,Writing,55-64,0.029
2024-08-01,AU,Writing,65+,0.012
2024-08-01,BD,Other/Unknown,18-24,0.610
2024-08-01,BD,Other/Unknown,25-34,0.251
2024-08-01,BD,Other/Unknown,35-44,0.065
2024-08-01,BD,Other/Unknown,45-54,0.074
2024-08-01,BD,Other/Unknown,55-64,0.000
2024-08-01,BD,Other/Unknown,65+,0.000
2024-08-01,BD,Practical Guidance,18-24,0.402
2024-08-01,BD,Practical Guidance,25-34,0.378
2024-08-01,BD,Practical Guidance,35-44,0.086
2024-08-01,BD,Practical Guidance,45-54,0.042
2024-08-01,BD,Practical Guidance,55-64,0.025
2024-08-01,BD,Practical Guidance,65+,0.066
2024-08-01,BD,Seeking information,18-24,0.558
2024-08-01,BD,Seeking information,25-34,0.268
2024-08-01,BD,Seeking information,35-44,0.078
2024-08-01,BD,Seeking information,45-54,0.000
2024-08-01,BD,Seeking information,55-64,0.040
2024-08-01,BD,Seeking information,65+,0.056
2024-08-01,BD,Self-expression,18-24,0.781
2024-08-01,BD,Self-expression,25-34,0.154
2024-08-01,BD,Self-expression,35-44,0.015
2024-08-01,BD,Self-expression,45-54,0.000
2024-08-01,BD,Self-expression,55-64,0.023
2024-08-01,BD,Self-expression,65+,0.027
2024-08-01,BD,Writing,18-24,0.402
2024-08-01,BD,Writing,25-34,0.466
2024-08-01,BD,Writing,35-44,0.088
2024-08-01,BD,Writing,45-54,0.031
2024-08-01,BD,Writing,55-64,0.010
2024-08-01,BD,Writing,65+,0.002
2024-08-01,BE,Practical Guidance,18-24,0.327
2024-08-01,BE,Practical Guidance,25-34,0.368
2024-08-01,BE,Practical Guidance,35-44,0.136
2024-08-01,BE,Practical Guidance,45-54,0.169
2024-08-01,BE,Practical Guidance,55-64,0.000
2024-08-01,BE,Practical Guidance,65+,0.000
2024-08-01,BE,Writing,18-24,0.181
2024-08-01,BE,Writing,25-34,0.414
2024-08-01,BE,Writing,35-44,0.207
2024-08-01,BE,Writing,45-54,0.141
2024-08-01,BE,Writing,55-64,0.044
2024-08-01,BE,Writing,65+,0.013
2024-08-01,BO,Practical Guidance,18-24,0.522
2024-08-01,BO,Practical Guidance,25-34,0.247
2024-08-01,BO,Practical Guidance,35-44,0.163
2024-08-01,BO,Practical Guidance,45-54,0.055
2024-08-01,BO,Practical Guidance,55-64,0.011
2024-08-01,BO,Practical Guidance,65+,0.002
2024-08-01,BO,Writing,18-24,0.439
2024-08-01,BO,Writing,25-34,0.309
2024-08-01,BO,Writing,35-44,0.106
2024-08-01,BO,Writing,45-54,0.100
2024-08-01,BO,Writing,55-64,0.000
2024-08-01,BO,Writing,65+,0.045
2024-08-01,BR,Multimedia,18-24,0.181
2024-08-01,BR,Multimedia,25-34,0.391
2024-08-01,BR,Multimedia,35-44,0.260
2024-08-01,BR,Multimedia,45-54,0.121
2024-08-01,BR,Multimedia,55-64,0.040
2024-08-01,BR,Multimedia,65+,0.007
